ocreval Word Accuracy Report Version 7.0
----------------------------------------
     153   Words
      73   Misrecognized
   52.29%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       2        1    50.00        2
       2        1    50.00    Total

Non-stopwords
   Count   Missed   %Right   Length
      11        8    27.27        1
      30        7    76.67        2
      45       21    53.33        3
      23       15    34.78        4
      11        6    45.45        5
      15        8    46.67        6
       5        2    60.00        7
       5        3    40.00        8
       2        0   100.00        9
       1        1     0.00       10
       1        0   100.00       11
       1        0   100.00       12
       1        1     0.00       13
     151       72    52.32    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
      64       27    57.81        1
      14        7    50.00        2
       2        1    50.00        3
       1        0   100.00        4
       4        2    50.00        5
       1        0   100.00        6
       1        1     0.00        7
       2        0   100.00        8
      89       38    57.30    Total

Phrases
   Count   Missed   %Right   Length
     153       73    52.29        1
     152      101    33.55        2
     151      118    21.85        3
     150      131    12.67        4
     149      140     6.04        5
     148      141     4.73        6
     147      142     3.40        7
     146      143     2.05        8

Stopwords
   Count   Missed   %Right   
       1        0   100.00   me
       1        1     0.00   on

Non-stopwords
   Count   Missed   %Right   
       1        1     0.00   1
       1        0   100.00   12
       1        0   100.00   24
       1        0   100.00   37
       1        1     0.00   5
       1        1     0.00   53
       1        0   100.00   63
       1        0   100.00   74
       1        0   100.00   89
       1        0   100.00   admettent
       1        0   100.00   aisé
       1        1     0.00   ance
       2        2     0.00   ances
       1        0   100.00   autre
       2        0   100.00   ce
       1        0   100.00   celles
       1        0   100.00   celuy
       2        0   100.00   ceux
       8        6    25.00   chap
       1        0   100.00   chapitre
       1        0   100.00   chapitres
       1        1     0.00   choſe
       2        2     0.00   connoi
       2        1    50.00   contre
       1        0   100.00   cor
       1        0   100.00   corporelles
       1        0   100.00   corps
       1        1     0.00   d
       8        2    75.00   de
       4        0   100.00   des
       1        1     0.00   diui
       1        1     0.00   du
       5        5     0.00   e
       1        1     0.00   ein
       1        0   100.00   en
       1        1     0.00   exi
       1        1     0.00   eſ
       2        2     0.00   eſprit
       1        1     0.00   facultez
       1        0   100.00   general
       1        1     0.00   hom
       1        1     0.00   homme
       1        1     0.00   ii
       1        1     0.00   iii
       1        0   100.00   immate
       1        1     0.00   immortel
       1        1     0.00   inſeparables
       1        0   100.00   iv
       1        0   100.00   ix
       3        1    66.67   la
       1        0   100.00   le
       1        0   100.00   mettent
       1        1     0.00   meſme
       1        0   100.00   n'ad
       1        0   100.00   nature
       1        1     0.00   ours
       2        0   100.00   p
       6        0   100.00   pag
       1        0   100.00   page
       1        0   100.00   par
       3        3     0.00   penſe
       1        0   100.00   plus
       1        0   100.00   porelles
       1        0   100.00   premier
       2        0   100.00   preuue
       1        1     0.00   prit
       2        1    50.00   qu'il
       5        0   100.00   que
       5        0   100.00   qui
       1        1     0.00   re
       1        0   100.00   riel
       1        0   100.00   spirituelles
       1        1     0.00   table
       1        0   100.00   tandis
       1        1     0.00   ticulieres
       1        0   100.00   tou
       2        2     0.00   tout
       1        1     0.00   traitté
       1        0   100.00   v
       1        0   100.00   vi
       1        0   100.00   vii
       1        1     0.00   viii
       2        0   100.00   à
       1        1     0.00   ſont
       2        2     0.00   ſub
       7        7     0.00   
       2        2     0.00   
       2        2     0.00   
       5        5     0.00   
