groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,"12340","13020","0.33492706645056725","
Veneaegsed vintsutused sunnivad riigivanema mudavanni","000a,0056,0065,006e,0065,0061,0065,0067,0073,0065,0064,0020,0076,0069,006e,0074,0073,0075,0074,0075,0073,0065,0064,0020,0073,0075,006e,006e,0069,0076,0061,0064,0020,0072,0069,0069,0067,0069,0076,0061,006e,0065,006d,0061,0020,006d,0075,0064,0061,0076,0061,006e,006e,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
Ajalugu näitab, et Balti aadelil pol","000a,0041,006a,0061,006c,0075,0067,0075,0020,006e,00e4,0069,0074,0061,0062,002c,0020,0065,0074,0020,0042,0061,006c,0074,0069,0020,0061,0061,0064,0065,006c,0069,006c,0020,0070,006f,006c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
rahukogu tsiviilosakonnas arutusele","000a,0072,0061,0068,0075,006b,006f,0067,0075,0020,0074,0073,0069,0076,0069,0069,006c,006f,0073,0061,006b,006f,006e,006e,0061,0073,0020,0061,0072,0075,0074,0075,0073,0065,006c,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"etati Baltimaade järele ","0065,0074,0061,0074,0069,0020,0042,0061,006c,0074,0069,006d,0061,0061,0064,0065,0020,006a,00e4,0072,0065,006c,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"Väike ametnik paremas seisukorras kui","0056,00e4,0069,006b,0065,0020,0061,006d,0065,0074,006e,0069,006b,0020,0070,0061,0072,0065,006d,0061,0073,0020,0073,0065,0069,0073,0075,006b,006f,0072,0072,0061,0073,0020,006b,0075,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
Maksujõuetuse protsesse tuli ree-","000a,004d,0061,006b,0073,0075,006a,00f5,0075,0065,0074,0075,0073,0065,0020,0070,0072,006f,0074,0073,0065,0073,0073,0065,0020,0074,0075,006c,0069,0020,0072,0065,0065,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
kolm. Nendest, kelle asjad juba va-","000a,006b,006f,006c,006d,002e,0020,004e,0065,006e,0064,0065,0073,0074,002c,0020,006b,0065,006c,006c,0065,0020,0061,0073,006a,0061,0064,0020,006a,0075,0062,0061,0020,0076,0061,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
widega. Tagajärg oli ","000a,0077,0069,0064,0065,0067,0061,002e,0020,0054,0061,0067,0061,006a,00e4,0072,0067,0020,006f,006c,0069,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,," Eestit tule ja mõõgaga ","0020,0045,0065,0073,0074,0069,0074,0020,0074,0075,006c,0065,0020,006a,0061,0020,006d,00f5,00f5,0067,0061,0067,0061,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,," aga meil on garanteeritud ","0020,0061,0067,0061,0020,006d,0065,0069,006c,0020,006f,006e,0020,0067,0061,0072,0061,006e,0074,0065,0065,0072,0069,0074,0075,0064,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"siseminister Pärnu p","0073,0069,0073,0065,006d,0069,006e,0069,0073,0074,0065,0072,0020,0050,00e4,0072,006e,0075,0020,0070","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
elab juba mitmeid nädalaid ","000a,0065,006c,0061,0062,0020,006a,0075,0062,0061,0020,006d,0069,0074,006d,0065,0069,0064,0020,006e,00e4,0064,0061,006c,0061,0069,0064,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
del, 22. juunil, ","000a,0064,0065,006c,002c,0020,0032,0032,002e,0020,006a,0075,0075,006e,0069,006c,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"",""," ","0020","false detection","81"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
remalt kohtus arutusel olnud, olid","000a,0072,0065,006d,0061,006c,0074,0020,006b,006f,0068,0074,0075,0073,0020,0061,0072,0075,0074,0075,0073,0065,006c,0020,006f,006c,006e,0075,0064,002c,0020,006f,006c,0069,0064","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"TALLINNA POST","0054,0041,004c,004c,0049,004e,004e,0041,0020,0050,004f,0053,0054","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"ütlite järeltulijate ","00fc,0074,006c,0069,0074,0065,0020,006a,00e4,0072,0065,006c,0074,0075,006c,0069,006a,0061,0074,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"slaste küüned ja ","0073,006c,0061,0073,0074,0065,0020,006b,00fc,00fc,006e,0065,0064,0020,006a,0061,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"et Baltimaile.","0065,0074,0020,0042,0061,006c,0074,0069,006d,0061,0069,006c,0065,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"ingu 15. juubeliaasta päe","0069,006e,0067,0075,0020,0031,0035,002e,0020,006a,0075,0075,0062,0065,006c,0069,0061,0061,0073,0074,0061,0020,0070,00e4,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
Suvi meelita","000a,0053,0075,0076,0069,0020,006d,0065,0065,006c,0069,0074,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"Kohtu-","004b,006f,0068,0074,0075,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"llutööminister ","006c,006c,0075,0074,00f6,00f6,006d,0069,006e,0069,0073,0074,0065,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"a weel majandusminister","0061,0020,0077,0065,0065,006c,0020,006d,0061,006a,0061,006e,0064,0075,0073,006d,0069,006e,0069,0073,0074,0065,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
on tavaline toiming, mis ","000a,006f,006e,0020,0074,0061,0076,0061,006c,0069,006e,0065,0020,0074,006f,0069,006d,0069,006e,0067,002c,0020,006d,0069,0073,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"Tallinna-Haapsalu","0054,0061,006c,006c,0069,006e,006e,0061,002d,0048,0061,0061,0070,0073,0061,006c,0075","+ Tallinna-Haapsalu ","002b,0020,0054,0061,006c,006c,0069,006e,006e,0061,002d,0048,0061,0061,0070,0073,0061,006c,0075,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
välja kutsutud Oskar ","000a,0076,00e4,006c,006a,0061,0020,006b,0075,0074,0073,0075,0074,0075,0064,0020,004f,0073,006b,0061,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"","","
22.5335[l 1934. ","000a,0032,0032,002e,0035,0033,0033,0035,005b,006c,0020,0031,0039,0033,0034,002e,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"wid kõigi Ee","0077,0069,0064,0020,006b,00f5,0069,0067,0069,0020,0045,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"eline Balti parunite","0065,006c,0069,006e,0065,0020,0042,0061,006c,0074,0069,0020,0070,0061,0072,0075,006e,0069,0074,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"alt waba rah","0061,006c,0074,0020,0077,0061,0062,0061,0020,0072,0061,0068","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"aara","0061,0061,0072,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"orral oleks olnud","006f,0072,0072,0061,006c,0020,006f,006c,0065,006b,0073,0020,006f,006c,006e,0075,0064","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"ilmapilgul ","0069,006c,006d,0061,0070,0069,006c,0067,0075,006c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"iitriigile Lä","0069,0069,0074,0072,0069,0069,0067,0069,006c,0065,0020,004c,00e4","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"üha, et aga oma üle","00fc,0068,0061,002c,0020,0065,0074,0020,0061,0067,0061,0020,006f,006d,0061,0020,00fc,006c,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"Kas oled juba ","004b,0061,0073,0020,006f,006c,0065,0064,0020,006a,0075,0062,0061,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"abemenuge ","0061,0062,0065,006d,0065,006e,0075,0067,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,". — ","002e,0020,2014,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"
","000a","","","none","70"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,," ","0020","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"ō","014d","õ","00f5","misrecognised","2"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"eila-Joale","0065,0069,006c,0061,002d,004a,006f,0061,006c,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"eminister kindral P. ","0065,006d,0069,006e,0069,0073,0074,0065,0072,0020,006b,0069,006e,0064,0072,0061,006c,0020,0050,002e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00675295-00231186.est.xml.txt,,,,"eminister O. Sternbe","0065,006d,0069,006e,0069,0073,0074,0065,0072,0020,004f,002e,0020,0053,0074,0065,0072,006e,0062,0065","","","none","1"
