ocreval Word Accuracy Report Version 7.0
----------------------------------------
     228   Words
     127   Misrecognized
   44.30%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       2        2     0.00        1
       5        2    60.00        2
       8        1    87.50        3
      15        5    66.67    Total

Non-stopwords
   Count   Missed   %Right   Length
      13       13     0.00        1
      33       28    15.15        2
      92       54    41.30        3
      25       12    52.00        4
      23        9    60.87        5
      12        2    83.33        6
       4        2    50.00        7
       7        0   100.00        8
       2        0   100.00        9
       1        1     0.00       12
       1        1     0.00       13
     213      122    42.72    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
      91       46    49.45        1
      17        7    58.82        2
       4        1    75.00        3
       2        2     0.00        4
       4        2    50.00        5
       1        0   100.00        6
       1        1     0.00        7
       1        1     0.00        8
       1        0   100.00        9
       1        1     0.00      >10
     123       61    50.41    Total

Phrases
   Count   Missed   %Right   Length
     228      127    44.30        1
     227      160    29.52        2
     226      182    19.47        3
     225      198    12.00        4
     224      208     7.14        5
     223      214     4.04        6
     222      217     2.25        7
     221      218     1.36        8

Stopwords
   Count   Missed   %Right   
       4        1    75.00   an
       1        1     0.00   do
       2        2     0.00   i
       7        1    85.71   man
       1        0   100.00   was

Non-stopwords
   Count   Missed   %Right   
       2        0   100.00   alſo
       1        1     0.00   ande
       1        0   100.00   anzeigung
       1        0   100.00   anzulegen
       1        0   100.00   armer
       2        2     0.00   au
       1        0   100.00   bald
       1        0   100.00   bel
       1        0   100.00   ben
       1        0   100.00   bildern
       1        0   100.00   blei
       1        0   100.00   bliebe
       1        0   100.00   bringt
       1        0   100.00   bundt
       2        0   100.00   da
       1        1     0.00   darﬀs
       6        1    83.33   das
       5        1    80.00   den
       3        0   100.00   denn
       1        0   100.00   der
       1        0   100.00   dern
       2        0   100.00   die
       8        8     0.00   e
       1        0   100.00   eigene
       1        1     0.00   ein
       1        1     0.00   eine
       1        1     0.00   einzuwerﬀen
       1        1     0.00   el
       1        1     0.00   els
       4        4     0.00   en
       1        1     0.00   epi
       3        3     0.00   er
       1        1     0.00   erer
       1        0   100.00   erkennet
       1        1     0.00   erwe
       5        3    40.00   es
       1        1     0.00   et
       1        1     0.00   etwas
       1        0   100.00   fahr
       1        0   100.00   fahren
       2        0   100.00   federn
       1        1     0.00   fl
       1        1     0.00   freyli
       1        0   100.00   gaben
       1        1     0.00   geln
       1        0   100.00   genommen
       1        0   100.00   geweſen
       1        1     0.00   gewi
       1        1     0.00   geſ
       1        0   100.00   gut
       2        0   100.00   haben
       1        0   100.00   han
       2        1    50.00   het
       1        1     0.00   hoﬀertiger
       1        1     0.00   item
       1        0   100.00   jederman
       1        0   100.00   jhre
       1        1     0.00   jhren
       1        1     0.00   jre
       1        1     0.00   k
       1        1     0.00   klei
       2        0   100.00   kleidung
       1        0   100.00   leute
       1        0   100.00   lutherus
       1        0   100.00   mahl
       2        2     0.00   menſ
       1        1     0.00   mi
       2        0   100.00   mit
       1        1     0.00   na
       2        2     0.00   nd
       2        2     0.00   ni
       1        1     0.00   oﬀt
       1        1     0.00   petri
       1        1     0.00   pra
       1        1     0.00   rden
       1        1     0.00   reden
       1        1     0.00   s
       1        0   100.00   seyl
       2        2     0.00   t
       1        0   100.00   tag
       1        1     0.00   te
       1        0   100.00   ten
       1        1     0.00   terdr
       1        1     0.00   ts
       1        0   100.00   vber
       1        1     0.00   verſ
       1        1     0.00   vn
       9        1    88.89   vnd
       1        0   100.00   vnehre
       1        1     0.00   vo
       1        0   100.00   vogel
       1        1     0.00   vol
       2        0   100.00   von
       1        0   100.00   vor
       1        0   100.00   vppigen
       1        1     0.00   w
       1        0   100.00   war
       1        0   100.00   weiber
       1        0   100.00   weibs
       1        0   100.00   weis
       1        1     0.00   weiﬀe
       1        0   100.00   wenn
       1        1     0.00   wer
       1        0   100.00   wie
       1        1     0.00   wiegen
       2        0   100.00   wol
       1        1     0.00   wu
       1        0   100.00   zu
       2        2     0.00   ſ
       1        0   100.00   ſaget
       1        0   100.00   ſagt
       3        0   100.00   ſein
       1        0   100.00   ſeine
       3        1    66.67   ſo
       1        1     0.00   ſol
       1        1     0.00   ſon
       4        4     0.00   
       5        5     0.00   
       7        7     0.00   
       2        2     0.00   
       5        5     0.00   
       1        1     0.00   
      18       18     0.00   
