ocreval Word Accuracy Report Version 7.0
----------------------------------------
      68   Words
      52   Misrecognized
   23.53%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        0   100.00        1
       1        1     0.00        2
       2        1    50.00    Total

Non-stopwords
   Count   Missed   %Right   Length
       2        0   100.00        1
      20       14    30.00        2
      10       10     0.00        3
       9        7    22.22        4
       7        5    28.57        5
       4        2    50.00        6
       4        4     0.00        7
       3        2    33.33        8
       5        5     0.00        9
       2        2     0.00       10
      66       51    22.73    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
      48       38    20.83        1
       4        2    50.00        2
       1        0   100.00        3
       1        0   100.00        7
      54       40    25.93    Total

Phrases
   Count   Missed   %Right   Length
      68       52    23.53        1
      67       62     7.46        2
      66       64     3.03        3
      65       64     1.54        4
      64       64     0.00        5
      63       63     0.00        6
      62       62     0.00        7
      61       61     0.00        8

Stopwords
   Count   Missed   %Right   
       1        0   100.00   a
       1        1     0.00   do

Non-stopwords
   Count   Missed   %Right   
       2        1    50.00   avec
       1        0   100.00   bobin
       1        0   100.00   chez
       1        1     0.00   corps
       1        1     0.00   couronnée
       1        1     0.00   dc
       7        6    14.29   de
       1        1     0.00   demeurant
       1        1     0.00   descartes
       1        0   100.00   du
       1        1     0.00   dv
       1        0   100.00   en
       2        2     0.00   et
       1        1     0.00   eur
       1        1     0.00   eſperance
       1        1     0.00   facvltez
       1        1     0.00   fonctions
       1        1     0.00   forge
       1        1     0.00   gran
       1        1     0.00   gras
       1        0   100.00   l
       1        1     0.00   l'esprit
       1        1     0.00   l'homme
       2        0   100.00   la
       2        2     0.00   le
       1        1     0.00   les
       1        1     0.00   lovis
       1        1     0.00   lxvi
       1        0   100.00   m
       1        0   100.00   medecine
       1        1     0.00   michel
       1        1     0.00   nicolas
       1        0   100.00   palais
       1        1     0.00   par
       1        1     0.00   paris
       1        0   100.00   pilier
       1        1     0.00   principes
       1        1     0.00   privilege
       1        1     0.00   rene
       1        1     0.00   roy
       1        0   100.00   salle
       1        1     0.00   saumur
       1        1     0.00   ses
       1        1     0.00   son
       1        1     0.00   suiuant
       1        1     0.00   traitte
       1        1     0.00   troi
       1        1     0.00   vnion
       3        2    33.33   à
       1        1     0.00   éme
       1        1     0.00   
       1        1     0.00   
       1        1     0.00   
       1        1     0.00   
