groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,"17177","17743","0.9612854398323339","
genhet, att i härvarande societet lefva efter sin","000a,0067,0065,006e,0068,0065,0074,002c,0020,0061,0074,0074,0020,0069,0020,0068,00e4,0072,0076,0061,0072,0061,006e,0064,0065,0020,0073,006f,0063,0069,0065,0074,0065,0074,0020,006c,0065,0066,0076,0061,0020,0065,0066,0074,0065,0072,0020,0073,0069,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"lära af alla styrelser; för öfrigt vore tiden än-","006c,00e4,0072,0061,0020,0061,0066,0020,0061,006c,006c,0061,0020,0073,0074,0079,0072,0065,006c,0073,0065,0072,003b,0020,0066,00f6,0072,0020,00f6,0066,0072,0069,0067,0074,0020,0076,006f,0072,0065,0020,0074,0069,0064,0065,006e,0020,00e4,006e,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
sentanter för brittiska regeringen, hvilken sjelf","000a,0073,0065,006e,0074,0061,006e,0074,0065,0072,0020,0066,00f6,0072,0020,0062,0072,0069,0074,0074,0069,0073,006b,0061,0020,0072,0065,0067,0065,0072,0069,006e,0067,0065,006e,002c,0020,0068,0076,0069,006c,006b,0065,006e,0020,0073,006a,0065,006c,0066","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
öfverlemnades åt t. f. borgmästaren, v. härads-","000a,00f6,0066,0076,0065,0072,006c,0065,006d,006e,0061,0064,0065,0073,0020,00e5,0074,0020,0074,002e,0020,0066,002e,0020,0062,006f,0072,0067,006d,00e4,0073,0074,0061,0072,0065,006e,002c,0020,0076,002e,0020,0068,00e4,0072,0061,0064,0073,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
ficiela sifferuppgifterna om plebiscitet med ett","000a,0066,0069,0063,0069,0065,006c,0061,0020,0073,0069,0066,0066,0065,0072,0075,0070,0070,0067,0069,0066,0074,0065,0072,006e,0061,0020,006f,006d,0020,0070,006c,0065,0062,0069,0073,0063,0069,0074,0065,0074,0020,006d,0065,0064,0020,0065,0074,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
vit likställda med deras kolleger i alla andra","000a,0076,0069,0074,0020,006c,0069,006b,0073,0074,00e4,006c,006c,0064,0061,0020,006d,0065,0064,0020,0064,0065,0072,0061,0073,0020,006b,006f,006c,006c,0065,0067,0065,0072,0020,0069,0020,0061,006c,006c,0061,0020,0061,006e,0064,0072,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
framlagda för parlamentet, finnes ett par tryck-","000a,0066,0072,0061,006d,006c,0061,0067,0064,0061,0020,0066,00f6,0072,0020,0070,0061,0072,006c,0061,006d,0065,006e,0074,0065,0074,002c,0020,0066,0069,006e,006e,0065,0073,0020,0065,0074,0074,0020,0070,0061,0072,0020,0074,0072,0079,0063,006b,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"draget rörande ansökningens framlemnande","0064,0072,0061,0067,0065,0074,0020,0072,00f6,0072,0061,006e,0064,0065,0020,0061,006e,0073,00f6,006b,006e,0069,006e,0067,0065,006e,0073,0020,0066,0072,0061,006d,006c,0065,006d,006e,0061,006e,0064,0065","
draget rörande ansökningens framlemnande ","000a,0064,0072,0061,0067,0065,0074,0020,0072,00f6,0072,0061,006e,0064,0065,0020,0061,006e,0073,00f6,006b,006e,0069,006e,0067,0065,006e,0073,0020,0066,0072,0061,006d,006c,0065,006d,006e,0061,006e,0064,0065,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
id 3 m:k, abbore 2 m:k, lake 2 m:k, nors 1 m:k,","000a,0069,0064,0020,0033,0020,006d,003a,006b,002c,0020,0061,0062,0062,006f,0072,0065,0020,0032,0020,006d,003a,006b,002c,0020,006c,0061,006b,0065,0020,0032,0020,006d,003a,006b,002c,0020,006e,006f,0072,0073,0020,0031,0020,006d,003a,006b,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674526.swe.xml.txt,,,,"
att till den rätta tron återbringa sina förvir-","000a,0061,0074,0074,0020,0074,0069,006c,006c,0020,0064,0065,006e,0020,0072,00e4,0074,0074,0061,0020,0074,0072,006f,006e,0020,00e5,0074,0065,0072,0062,0072,0069,006e,0067,0061,0020,0073,0069,006e,0061,0020,0066,00f6,0072,0076,0069,0072,002d","","","none","1"
