ocreval Accuracy Report Version 7.0
-----------------------------------
    1695   Characters
     796   Errors
   53.04%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   53.04%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     363      117      316      796   Unmarked
     363      117      316      796   Total

   Count   Missed   %Right
     349      105    69.91   ASCII Spacing Characters
      58       23    60.34   ASCII Special Symbols
       2        0   100.00   ASCII Digits
      34        6    82.35   ASCII Uppercase Letters
    1138      246    78.38   ASCII Lowercase Letters
      21        7    66.67   Latin1 Lowercase Letters
      37       37     0.00   Latin Extended-A
      14       14     0.00   General Punctuation
      42       42     0.00   Private Use Area
    1695      480    71.68   Total

  Errors   Marked   Correct-Generated
      30        0   {}-{, [ed quo . . ,<\n>Émil...}
      28        0   {ſ}-{f}
      27        0   { enim ei tri‑<\n>butum...}-{}
      24        0   {}-{ fi E<\n>volumus nô ali...}
      21        0   {ma tale ali‑<\n>quid ,...}-{f}
      21        0   {}-{< 4 /<\n>burn cf à Deo:...}
      20        0   {i<\n>ſentit in ſe e...}-{}
      20        0   {}-{ft}
      19        0   { }-{}
      19        0   {}-{anima tale ali-<\n>qui}
      17        0   {bis vult ; &<\n>ie }-{}
      17        0   {}-{eur, fi cciam in }
      16        0   {, cum ſentit.<\n>Eo}-{}
      16        0   {nomine<\n>commodiùs}-{4}
      16        0   {raiſon que nous<\n>}-{}
      15        0   {eri per ſe ani‑}-{s}
      15        0   {}-{FRS RODUS ENEe }
      14        0   {d<\n>mile t.<\n>Mo}-{}
      14        0   {}-{fentitin fe ef}
      13        0   {mam ſentit , }-{}
      13        0   {od<\n>hoc t , ſ}-{}
      12        0   {umus , nõ al}-{}
      12        0   {}-{, non quod d}
      11        0   {}-{animz LONS }
      11        0   {}-{de nobis vu}
      10        0   {}-{MOUUEMENT }
      10        0   {}-{RS Cum fe }
      10        0   {}-{r ; &<\n>ie m}
      10        0   {‑<\n>lontatem}-{}
      10        0   {}-{fl}
      10        0   {}-{l'}
       9        0   { :<\n>qui ta}-{}
       9        0   {<\n>}-{men motus}
       9        0   {u}-{s cit.<\n>Fé}
       9        0   {}-{mam dau, }
       8        0   {, C'e d}-{v}
       8        0   {non la‑<\n>}-{C’ef}
       8        0   {r , fit }-{}
       7        0   {l a écr}-{}
