ocreval Word Accuracy Report Version 7.0
----------------------------------------
     366   Words
     224   Misrecognized
   38.80%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       4        2    50.00        1
       9        5    44.44        2
      13        7    46.15    Total

Non-stopwords
   Count   Missed   %Right   Length
      11        7    36.36        1
      57       24    57.89        2
     124       88    29.03        3
      48       27    43.75        4
      35       22    37.14        5
      29       17    41.38        6
      19       16    15.79        7
      10        3    70.00        8
       8        3    62.50        9
       5        4    20.00       10
       3        2    33.33       11
       4        4     0.00       12
     353      217    38.53    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
     139       85    38.85        1
      32       19    40.62        2
      12        5    58.33        3
       4        0   100.00        4
       4        1    75.00        5
       2        1    50.00        6
       1        1     0.00        7
       2        0   100.00        8
       1        0   100.00       10
       2        2     0.00      >10
     199      114    42.71    Total

Phrases
   Count   Missed   %Right   Length
     366      224    38.80        1
     365      271    25.75        2
     364      297    18.41        3
     363      314    13.50        4
     362      323    10.77        5
     361      328     9.14        6
     360      333     7.50        7
     359      336     6.41        8

Stopwords
   Count   Missed   %Right   
       2        0   100.00   a
       1        0   100.00   at
       2        2     0.00   i
       5        5     0.00   in
       1        0   100.00   me
       2        0   100.00   on

Non-stopwords
   Count   Missed   %Right   
       1        0   100.00   29
       1        0   100.00   9
       1        0   100.00   ailleurs
       2        2     0.00   altera
       6        4    33.33   ame
       1        0   100.00   ames
       1        1     0.00   ance
       2        2     0.00   ani
       3        2    33.33   anima
       1        1     0.00   animæ
       1        0   100.00   apellée
       1        1     0.00   aplication
       1        0   100.00   appuye
       1        1     0.00   atque
       5        3    40.00   au
       2        2     0.00   augu
       2        0   100.00   auions
       1        1     0.00   auis
       3        3     0.00   autre
       1        0   100.00   aux
       1        0   100.00   bien
       1        1     0.00   c'e
       2        2     0.00   caliter
       1        0   100.00   car
       1        1     0.00   cari
       1        0   100.00   cartes
       4        1    75.00   ce
       1        0   100.00   cecy
       1        0   100.00   ces
       1        0   100.00   cha
       3        1    66.67   comme
       1        0   100.00   communique
       1        1     0.00   cor
       1        1     0.00   corpore
       1        1     0.00   corpori
       5        1    80.00   corps
       2        2     0.00   corpus
       1        0   100.00   croit
       1        1     0.00   d'autant
       2        0   100.00   dans
       8        1    87.50   de
       1        0   100.00   dedans
       1        0   100.00   dehors
       1        0   100.00   dernieres
       1        0   100.00   des
       1        0   100.00   deux
       1        1     0.00   deſ
       1        1     0.00   deſcartes
       1        0   100.00   dire
       2        0   100.00   dit
       1        1     0.00   donna
       1        0   100.00   donne
       1        0   100.00   donné
       4        0   100.00   du
       1        1     0.00   duæ
       7        7     0.00   e
       1        1     0.00   eadem
       1        1     0.00   ede
       1        0   100.00   elizabeth
       3        0   100.00   elle
       2        1    50.00   en
       2        2     0.00   enduë
       1        1     0.00   er
       2        2     0.00   eur
       1        1     0.00   extra
       1        1     0.00   eſ
       3        3     0.00   eſprit
       1        1     0.00   fon
       1        0   100.00   fortement
       1        1     0.00   habet
       1        1     0.00   ho
       3        3     0.00   homme
       1        1     0.00   humana
       1        1     0.00   humanum
       1        1     0.00   idet
       2        1    50.00   il
       1        1     0.00   illo
       1        1     0.00   ine
       1        1     0.00   intelle
       1        1     0.00   intelligence
       1        1     0.00   intentione
       1        1     0.00   ions
       1        1     0.00   ita
       8        2    75.00   la
       1        0   100.00   laquelle
       3        0   100.00   le
       1        1     0.00   les
       1        0   100.00   lettre
       1        1     0.00   lis
       1        0   100.00   liure
       1        1     0.00   localement
       2        0   100.00   luy
       2        2     0.00   ma
       1        0   100.00   madame
       1        0   100.00   mais
       1        1     0.00   meſ
       2        2     0.00   meſme
