ocreval Word Accuracy Report Version 7.0
----------------------------------------
      68   Words
      37   Misrecognized
   45.59%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        0   100.00        1
       1        1     0.00        2
       2        1    50.00    Total

Non-stopwords
   Count   Missed   %Right   Length
       2        0   100.00        1
      20        8    60.00        2
      10        9    10.00        3
       9        6    33.33        4
       7        4    42.86        5
       4        0   100.00        6
       4        3    25.00        7
       3        2    33.33        8
       5        3    40.00        9
       2        1    50.00       10
      66       36    45.45    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
      48       27    43.75        1
       4        1    75.00        2
       1        0   100.00        3
       1        0   100.00        7
      54       28    48.15    Total

Phrases
   Count   Missed   %Right   Length
      68       37    45.59        1
      67       43    35.82        2
      66       49    25.76        3
      65       55    15.38        4
      64       59     7.81        5
      63       61     3.17        6
      62       62     0.00        7
      61       61     0.00        8

Stopwords
   Count   Missed   %Right   
       1        0   100.00   a
       1        1     0.00   do

Non-stopwords
   Count   Missed   %Right   
       2        1    50.00   avec
       1        0   100.00   bobin
       1        0   100.00   chez
       1        1     0.00   corps
       1        0   100.00   couronnée
       1        0   100.00   dc
       7        5    28.57   de
       1        0   100.00   demeurant
       1        1     0.00   descartes
       1        0   100.00   du
       1        0   100.00   dv
       1        0   100.00   en
       2        2     0.00   et
       1        1     0.00   eur
       1        1     0.00   eſperance
       1        1     0.00   facvltez
       1        1     0.00   fonctions
       1        0   100.00   forge
       1        1     0.00   gran
       1        0   100.00   gras
       1        0   100.00   l
       1        1     0.00   l'esprit
       1        1     0.00   l'homme
       2        0   100.00   la
       2        1    50.00   le
       1        1     0.00   les
       1        1     0.00   lovis
       1        1     0.00   lxvi
       1        0   100.00   m
       1        0   100.00   medecine
       1        0   100.00   michel
       1        0   100.00   nicolas
       1        0   100.00   palais
       1        1     0.00   par
       1        1     0.00   paris
       1        0   100.00   pilier
       1        1     0.00   principes
       1        0   100.00   privilege
       1        1     0.00   rene
       1        0   100.00   roy
       1        0   100.00   salle
       1        0   100.00   saumur
       1        1     0.00   ses
       1        1     0.00   son
       1        1     0.00   suiuant
       1        1     0.00   traitte
       1        1     0.00   troi
       1        1     0.00   vnion
       3        0   100.00   à
       1        1     0.00   éme
       1        1     0.00   
       1        1     0.00   
       1        1     0.00   
       1        1     0.00   
