ocreval Accuracy Report Version 7.0
-----------------------------------
    1655   Characters
     467   Errors
   71.78%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   71.78%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     188      203       76      467   Unmarked
     188      203       76      467   Total

   Count   Missed   %Right
     321       55    82.87   ASCII Spacing Characters
      60       25    58.33   ASCII Special Symbols
      32       25    21.88   ASCII Digits
      21        8    61.90   ASCII Uppercase Letters
    1157      237    79.52   ASCII Lowercase Letters
      31        8    74.19   Latin Extended-A
       7        7     0.00   General Punctuation
      22       22     0.00   Private Use Area
       4        4     0.00   Alphabetic Presentation Forms
    1655      391    76.37   Total

  Errors   Marked   Correct-Generated
      28        0   {}-{ſt}
      22        0   { }-{}
      19        0   {1 Joh.4.1.‑<\n>2. 18....}-{}
      16        0   {17.<\n>Mat.244.5.<\n>2}-{i}
      15        0   {105.<\n>Eph.6.17.<\n>}-{}
      14        0   {th}-{}
      11        0   {faith witho}-{n}
       9        0   {w}-{v}
       9        0   {‑<\n>guile}-{. 1 Ioba.}
       8        0   {<\n>we ſh}-{ pſal.<\n>M}
       8        0   {ſ}-{6. 17.<\n>f}
       8        0   {}-{ſi}
       7        0   { ,<\n>Pſal}-{s}
       7        0   {<\n>medit}-{ ? 18.<\n>}
       7        0   {e}-{c}
       7        0   {r}-{t 15. .}
       7        0   {them th}-{}
       7        0   {t}-{4.5<\n>ccc}
       7        0   {word th}-{JJn}
       7        0   {}-{r-<\n>Jſic}
       5        0   {<\n>wha}-{ 2 Pe}
       5        0   {h}-{n}
       4        0   {1.9.}-{}
       4        0   {2.1.}-{}
       4        0   {conv}-{O}
       4        0   {h}-{}
       4        0   {llow}-{}
       4        0   {tend}-{cuq}
       4        0   {th f}-{ſ}
       4        0   {w ſh}-{}
       4        0   {}-{2..<\n>}
       4        0   {‑}-{-}
       4        0   {}-{ct}
       4        0   {ﬁ}-{fi}
       3        0   { ﬂe}-{}
       3        0   {<\n>t}-{ Ep}
       3        0   {K<\n>w}-{R V}
       3        0   {Pet}-{7}
       3        0   {arm}-{}
       3        0   {aw }-{}
       3        0   {ch }-{}
       3        0   {ch}-{.a4}
       3        0   {f t}-{rc}
       3        0   {how}-{85}
       3        0   {ke}-{ſcc}
       3        0   {lik}-{tc}
       3        0   {lli}-{m}
       3        0   {nev}-{ſc}
       3        0   {nts}-{}
       3        0   {of }-{Gt}
       3        0   {the}-{c i}
       3        0   {t}-{c}
       3        0   {uld}-{diã}
       3        0   {wav}-{}
       3        0   {whi}-{Jnſ}
       3        0   {}-{.}
       3        0   {‑}-{- *}
       2        0   { T}-{F}
       2        0   {,}-{.}
       2        0   {<\n>w}-{ M}
       2        0   {b}-{p◌ᷣ}
       2        0   {d,}-{q }
       2        0   {ee}-{ c}
