groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,"23553","24673","0.44716172037532376","alla olisi tilaisuutta palata. Tietysti, jos olisi","0061,006c,006c,0061,0020,006f,006c,0069,0073,0069,0020,0074,0069,006c,0061,0069,0073,0075,0075,0074,0074,0061,0020,0070,0061,006c,0061,0074,0061,002e,0020,0054,0069,0065,0074,0079,0073,0074,0069,002c,0020,006a,006f,0073,0020,006f,006c,0069,0073,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
maatessaan ja omistaja saattaisi viel","000a,006d,0061,0061,0074,0065,0073,0073,0061,0061,006e,0020,006a,0061,0020,006f,006d,0069,0073,0074,0061,006a,0061,0020,0073,0061,0061,0074,0074,0061,0069,0073,0069,0020,0076,0069,0065,006c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
kaivattu, mutta ei varsin hyvin voinut selitt","000a,006b,0061,0069,0076,0061,0074,0074,0075,002c,0020,006d,0075,0074,0074,0061,0020,0065,0069,0020,0076,0061,0072,0073,0069,006e,0020,0068,0079,0076,0069,006e,0020,0076,006f,0069,006e,0075,0074,0020,0073,0065,006c,0069,0074,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
muun karjan edelle, milloin jälkeen,","000a,006d,0075,0075,006e,0020,006b,0061,0072,006a,0061,006e,0020,0065,0064,0065,006c,006c,0065,002c,0020,006d,0069,006c,006c,006f,0069,006e,0020,006a,00e4,006c,006b,0065,0065,006e,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,," vuosia — se ei vahingoit-","0020,0076,0075,006f,0073,0069,0061,0020,2014,0020,0073,0065,0020,0065,0069,0020,0076,0061,0068,0069,006e,0067,006f,0069,0074,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
jotta saavutetaan juuri muodissa oleva taso.","000a,006a,006f,0074,0074,0061,0020,0073,0061,0061,0076,0075,0074,0065,0074,0061,0061,006e,0020,006a,0075,0075,0072,0069,0020,006d,0075,006f,0064,0069,0073,0073,0061,0020,006f,006c,0065,0076,0061,0020,0074,0061,0073,006f,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"ytyy ottaa hienoutemme esille sin","0079,0074,0079,0079,0020,006f,0074,0074,0061,0061,0020,0068,0069,0065,006e,006f,0075,0074,0065,006d,006d,0065,0020,0065,0073,0069,006c,006c,0065,0020,0073,0069,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
jo kiiluwat nyt ylemmilläkin laitu-","000a,006a,006f,0020,006b,0069,0069,006c,0075,0077,0061,0074,0020,006e,0079,0074,0020,0079,006c,0065,006d,006d,0069,006c,006c,00e4,006b,0069,006e,0020,006c,0061,0069,0074,0075,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"
lokki takaraiwolla keikkuen, walkeat","000a,006c,006f,006b,006b,0069,0020,0074,0061,006b,0061,0072,0061,0069,0077,006f,006c,006c,0061,0020,006b,0065,0069,006b,006b,0075,0065,006e,002c,0020,0077,0061,006c,006b,0065,0061,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"ausia — eh","0061,0075,0073,0069,0061,0020,2014,0020,0065,0068","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"aisin paljon ennen, ","0061,0069,0073,0069,006e,0020,0070,0061,006c,006a,006f,006e,0020,0065,006e,006e,0065,006e,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,," tie pelottavan luisu. Joyce heitti m","0020,0074,0069,0065,0020,0070,0065,006c,006f,0074,0074,0061,0076,0061,006e,0020,006c,0075,0069,0073,0075,002e,0020,004a,006f,0079,0063,0065,0020,0068,0065,0069,0074,0074,0069,0020,006d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00675506-00231480.gt4hist.xml.txt,,,,"e ollut Parkerin luennolla eilis iltana","0065,0020,006f,006c,006c,0075,0074,0020,0050,0061,0072,006b,0065,0072,0069,006e,0020,006c,0075,0065,006e,006e,006f,006c,006c,0061,0020,0065,0069,006c,0069,0073,0020,0069,006c,0074,0061,006e,0061","","","none","1"
