groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,"16185","16222","0.3256101328390485"," I PRENUMERATY W DOBRYM WIECZORZE - KURJERZE CZERWONY M (M) w Warszawie: Prenumerata z odnosz","0020,0049,0020,0050,0052,0045,004e,0055,004d,0045,0052,0041,0054,0059,0020,0057,0020,0044,004f,0042,0052,0059,004d,0020,0057,0049,0045,0043,005a,004f,0052,005a,0045,0020,002d,0020,004b,0055,0052,004a,0045,0052,005a,0045,0020,0043,005a,0045,0052,0057,004f,004e,0059,0020,004d,0020,0028,004d,0029,0020,0077,0020,0057,0061,0072,0073,007a,0061,0077,0069,0065,003a,0020,0050,0072,0065,006e,0075,006d,0065,0072,0061,0074,0061,0020,007a,0020,006f,0064,006e,006f,0073,007a","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
przez biskupa Lourdes i Tarbes ks. Choquet w obecności kardynała","000a,0070,0072,007a,0065,007a,0020,0062,0069,0073,006b,0075,0070,0061,0020,004c,006f,0075,0072,0064,0065,0073,0020,0069,0020,0054,0061,0072,0062,0065,0073,0020,006b,0073,002e,0020,0043,0068,006f,0071,0075,0065,0074,0020,0077,0020,006f,0062,0065,0063,006e,006f,015b,0063,0069,0020,006b,0061,0072,0064,0079,006e,0061,0142,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
pobierać dodatkową opłatę w wysokości 50 gr. Prenumerata na W","000a,0070,006f,0062,0069,0065,0072,0061,0107,0020,0064,006f,0064,0061,0074,006b,006f,0077,0105,0020,006f,0070,0142,0061,0074,0119,0020,0077,0020,0077,0079,0073,006f,006b,006f,015b,0063,0069,0020,0035,0030,0020,0067,0072,002e,0020,0050,0072,0065,006e,0075,006d,0065,0072,0061,0074,0061,0020,006e,0061,0020,0057","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
jaśnia nam dyr. Żabiński. — Tak się bo-","000a,006a,0061,015b,006e,0069,0061,0020,006e,0061,006d,0020,0064,0079,0072,002e,0020,017b,0061,0062,0069,0144,0073,006b,0069,002e,0020,2014,0020,0054,0061,006b,0020,0073,0069,0119,0020,0062,006f,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"sława Daniłowicza, B. Dardzińskiego, Jerzego Kaliszewskiego,","0073,0142,0061,0077,0061,0020,0044,0061,006e,0069,0142,006f,0077,0069,0063,007a,0061,002c,0020,0042,002e,0020,0044,0061,0072,0064,007a,0069,0144,0073,006b,0069,0065,0067,006f,002c,0020,004a,0065,0072,007a,0065,0067,006f,0020,004b,0061,006c,0069,0073,007a,0065,0077,0073,006b,0069,0065,0067,006f,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"enie ","0065,006e,0069,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"k. DOM PRASY, S. A., Warszawa, Centr. tel","006b,002e,0020,0044,004f,004d,0020,0050,0052,0041,0053,0059,002c,0020,0053,002e,0020,0041,002e,002c,0020,0057,0061,0072,0073,007a,0061,0077,0061,002c,0020,0043,0065,006e,0074,0072,002e,0020,0074,0065,006c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
wczorajsi cywile — dzisiejsi żołnierze","000a,0077,0063,007a,006f,0072,0061,006a,0073,0069,0020,0063,0079,0077,0069,006c,0065,0020,2014,0020,0064,007a,0069,0073,0069,0065,006a,0073,0069,0020,017c,006f,0142,006e,0069,0065,0072,007a,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
statecznej. Bodaj że 5-cio krotnie prze","000a,0073,0074,0061,0074,0065,0063,007a,006e,0065,006a,002e,0020,0042,006f,0064,0061,006a,0020,017c,0065,0020,0035,002d,0063,0069,006f,0020,006b,0072,006f,0074,006e,0069,0065,0020,0070,0072,007a,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00762028-00232684.pol.xml.txt,,,,"
Jaracza, Janiny Anusiakówny, Jagny Janeckiej, Marii Nobi-","000a,004a,0061,0072,0061,0063,007a,0061,002c,0020,004a,0061,006e,0069,006e,0079,0020,0041,006e,0075,0073,0069,0061,006b,00f3,0077,006e,0079,002c,0020,004a,0061,0067,006e,0079,0020,004a,0061,006e,0065,0063,006b,0069,0065,006a,002c,0020,004d,0061,0072,0069,0069,0020,004e,006f,0062,0069,002d","","","none","1"
