ocreval Accuracy Report Version 7.0
-----------------------------------
     934   Characters
     762   Errors
   18.42%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   18.42%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
      66      606       90      762   Unmarked
      66      606       90      762   Total

   Count   Missed   %Right
       6        6     0.00   Unassigned
     199       86    56.78   ASCII Spacing Characters
      39       37     5.13   ASCII Special Symbols
      38       37     2.63   ASCII Uppercase Letters
     589      444    24.62   ASCII Lowercase Letters
       8        7    12.50   Latin Extended-A
      51       51     0.00   Private Use Area
       4        4     0.00   Alphabetic Presentation Forms
     934      672    28.05   Total

  Errors   Marked   Correct-Generated
      13        0   {ſagt: Du mag}-{hm entgegen/}
      12        0   {/ was er wol}-{nett<\n>nich}
      12        0   {Da<\n>eng Dona}-{erjhn<\n>verach}
      12        0   {nits<\n>Darumb}-{zu reden /}
      11        0   {<\n>Welt Smu}-{fon nıcht/}
      11        0   {ben / an vi}-{r<\n>teiniſchr}
      11        0   {viel Exempe}-{Dumagſtwo}
      11        0   {yli / wen}-{ben 1hm<\n>ſiu}
      10        0   {vnd gar an}-{foköſilich}
      10        0   {⸗<\n>teiniſ}-{t zhn/<\n>das}
       9        0   {/ vnd bat}-{ein<\n>Sıffz}
       9        0   {a⸗<\n>tus}-{n zu mahl}
       9        0   {es: Simia}-{Dona»<\n>tus}
       9        0   {u<\n>au d}-{cdet? Er<\n>}
       9        0   { / vnd}-{wel?<\n>ches}
       8        0   {/ der d}-{Virum.<\n>D}
       8        0   {/ vnd ſp}-{5Nau.<\n>S}
       8        0   {de<\n>auﬀ /}-{s<\n>ſigni.}
       7        0   { i. Ab}-{ntwort}
       7        0   {.<\n>Der R}-{<\n>auF-/g}
       7        0   {<\n>Aﬀ / v}-{ Na-<\n>me}
       7        0   {<\n>unde}-{bhriſis}
       7        0   {Man.<\n>Fr}-{/ der n}
       7        0   {Simia, }-{gelchrt}
       7        0   {da<\n>hei}-{Cs iſt}
       7        0   {nit i}-{ſprach}
       7        0   {⸗<\n>e/ }-{. Da<\n>fi}
       7        0   {at in⸗}-{rſchrak}
       6        0   { grob}-{/Jch v}
       6        0   {/ aber}-{Stris,}
       6        0   {/ denn}-{nicht}
       6        0   {antrg}-{fiund}
       6        0   {a: Es}-{eylich}
       6        0   {ben jh}-{.<\n>Daru}
       6        0   {das}-{Schket}
       6        0   {e Pe}-{umſiat}
       6        0   {gieng}-{Em Uff}
       6        0   {in neb}-{Geſell}
       6        0   {koli}-{ſeiner}
       6        0   {wortet}-{ eincn}
       6        0   {gnia.}-{der}
       6        0   {ra<\n>d}-{t. Ab}
