groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,"19657","20364","0.6036017703617033","
never before in England, and the Gentile Figs from Florence ","000a,006e,0065,0076,0065,0072,0020,0062,0065,0066,006f,0072,0065,0020,0069,006e,0020,0045,006e,0067,006c,0061,006e,0064,002c,0020,0061,006e,0064,0020,0074,0068,0065,0020,0047,0065,006e,0074,0069,006c,0065,0020,0046,0069,0067,0073,0020,0066,0072,006f,006d,0020,0046,006c,006f,0072,0065,006e,0063,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"
Hon. Col. Fielding, younger Brother to the Right Hon.","000a,0048,006f,006e,002e,0020,0043,006f,006c,002e,0020,0046,0069,0065,006c,0064,0069,006e,0067,002c,0020,0079,006f,0075,006e,0067,0065,0072,0020,0042,0072,006f,0074,0068,0065,0072,0020,0074,006f,0020,0074,0068,0065,0020,0052,0069,0067,0068,0074,0020,0048,006f,006e,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"
She cleans Teeth, though black or yellow, in once doing, for","000a,0053,0068,0065,0020,0063,006c,0065,0061,006e,0073,0020,0054,0065,0065,0074,0068,002c,0020,0074,0068,006f,0075,0067,0068,0020,0062,006c,0061,0063,006b,0020,006f,0072,0020,0079,0065,006c,006c,006f,0077,002c,0020,0069,006e,0020,006f,006e,0063,0065,0020,0064,006f,0069,006e,0067,002c,0020,0066,006f,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"ars Commander of the Royal George in","0061,0072,0073,0020,0043,006f,006d,006d,0061,006e,0064,0065,0072,0020,006f,0066,0020,0074,0068,0065,0020,0052,006f,0079,0061,006c,0020,0047,0065,006f,0072,0067,0065,0020,0069,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"
William Fielding, Earl of Denbigh. — James Lockwood,","000a,0057,0069,006c,006c,0069,0061,006d,0020,0046,0069,0065,006c,0064,0069,006e,0067,002c,0020,0045,0061,0072,006c,0020,006f,0066,0020,0044,0065,006e,0062,0069,0067,0068,002e,0020,2014,0020,004a,0061,006d,0065,0073,0020,004c,006f,0063,006b,0077,006f,006f,0064,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"ve Years, and who hath made them for me many Years ","0076,0065,0020,0059,0065,0061,0072,0073,002c,0020,0061,006e,0064,0020,0077,0068,006f,0020,0068,0061,0074,0068,0020,006d,0061,0064,0065,0020,0074,0068,0065,006d,0020,0066,006f,0072,0020,006d,0065,0020,006d,0061,006e,0079,0020,0059,0065,0061,0072,0073,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"ons in the Sleep, Falls, Blows and the like in both Sexes.","006f,006e,0073,0020,0069,006e,0020,0074,0068,0065,0020,0053,006c,0065,0065,0070,002c,0020,0046,0061,006c,006c,0073,002c,0020,0042,006c,006f,0077,0073,0020,0061,006e,0064,0020,0074,0068,0065,0020,006c,0069,006b,0065,0020,0069,006e,0020,0062,006f,0074,0068,0020,0053,0065,0078,0065,0073,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"e of the Boyne. — Capt. William Job","0065,0020,006f,0066,0020,0074,0068,0065,0020,0042,006f,0079,006e,0065,002e,0020,2014,0020,0043,0061,0070,0074,002e,0020,0057,0069,006c,006c,0069,0061,006d,0020,004a,006f,0062","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"s Service. — The Lady of the","0073,0020,0053,0065,0072,0076,0069,0063,0065,002e,0020,2014,0020,0054,0068,0065,0020,004c,0061,0064,0079,0020,006f,0066,0020,0074,0068,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00008063.eng.xml.txt,,,,"",""," ","0020","false detection","175"
