groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,"33651","36873","0.3657246441413331","
entre communistes et nationalistes à la suite","000a,0065,006e,0074,0072,0065,0020,0063,006f,006d,006d,0075,006e,0069,0073,0074,0065,0073,0020,0065,0074,0020,006e,0061,0074,0069,006f,006e,0061,006c,0069,0073,0074,0065,0073,0020,00e0,0020,006c,0061,0020,0073,0075,0069,0074,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
tés racistes (parti économique des classes","000a,0074,00e9,0073,0020,0072,0061,0063,0069,0073,0074,0065,0073,0020,0028,0070,0061,0072,0074,0069,0020,00e9,0063,006f,006e,006f,006d,0069,0071,0075,0065,0020,0064,0065,0073,0020,0063,006c,0061,0073,0073,0065,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
trie, elle pourrait soulever des conflits in-","000a,0074,0072,0069,0065,002c,0020,0065,006c,006c,0065,0020,0070,006f,0075,0072,0072,0061,0069,0074,0020,0073,006f,0075,006c,0065,0076,0065,0072,0020,0064,0065,0073,0020,0063,006f,006e,0066,006c,0069,0074,0073,0020,0069,006e,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"grande bourgeoisie et les masses fascistes","0067,0072,0061,006e,0064,0065,0020,0062,006f,0075,0072,0067,0065,006f,0069,0073,0069,0065,0020,0065,0074,0020,006c,0065,0073,0020,006d,0061,0073,0073,0065,0073,0020,0066,0061,0073,0063,0069,0073,0074,0065,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
était une voix perdue. La candidature com-","000a,00e9,0074,0061,0069,0074,0020,0075,006e,0065,0020,0076,006f,0069,0078,0020,0070,0065,0072,0064,0075,0065,002e,0020,004c,0061,0020,0063,0061,006e,0064,0069,0064,0061,0074,0075,0072,0065,0020,0063,006f,006d,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
qui peuvent être utiles au prolétariat, mais","000a,0071,0075,0069,0020,0070,0065,0075,0076,0065,006e,0074,0020,00ea,0074,0072,0065,0020,0075,0074,0069,006c,0065,0073,0020,0061,0075,0020,0070,0072,006f,006c,00e9,0074,0061,0072,0069,0061,0074,002c,0020,006d,0061,0069,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
travailleurs se pressaient dans la salle mu-","000a,0074,0072,0061,0076,0061,0069,006c,006c,0065,0075,0072,0073,0020,0073,0065,0020,0070,0072,0065,0073,0073,0061,0069,0065,006e,0074,0020,0064,0061,006e,0073,0020,006c,0061,0020,0073,0061,006c,006c,0065,0020,006d,0075,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,," en terre sous les plis du dra-","0020,0065,006e,0020,0074,0065,0072,0072,0065,0020,0073,006f,0075,0073,0020,006c,0065,0073,0020,0070,006c,0069,0073,0020,0064,0075,0020,0064,0072,0061,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"er moment. Le parti populaire alle-","0065,0072,0020,006d,006f,006d,0065,006e,0074,002e,0020,004c,0065,0020,0070,0061,0072,0074,0069,0020,0070,006f,0070,0075,006c,0061,0069,0072,0065,0020,0061,006c,006c,0065,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
termes retenus de la Société des Nations.","000a,0074,0065,0072,006d,0065,0073,0020,0072,0065,0074,0065,006e,0075,0073,0020,0064,0065,0020,006c,0061,0020,0053,006f,0063,0069,00e9,0074,00e9,0020,0064,0065,0073,0020,004e,0061,0074,0069,006f,006e,0073,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
le seul parti qui défende les masses labo-","000a,006c,0065,0020,0073,0065,0075,006c,0020,0070,0061,0072,0074,0069,0020,0071,0075,0069,0020,0064,00e9,0066,0065,006e,0064,0065,0020,006c,0065,0073,0020,006d,0061,0073,0073,0065,0073,0020,006c,0061,0062,006f,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
Le Vorwaerts polémique avec le Parti et la","000a,004c,0065,0020,0056,006f,0072,0077,0061,0065,0072,0074,0073,0020,0070,006f,006c,00e9,006d,0069,0071,0075,0065,0020,0061,0076,0065,0063,0020,006c,0065,0020,0050,0061,0072,0074,0069,0020,0065,0074,0020,006c,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
les politiciens réformistes qui dirigent les","000a,006c,0065,0073,0020,0070,006f,006c,0069,0074,0069,0063,0069,0065,006e,0073,0020,0072,00e9,0066,006f,0072,006d,0069,0073,0074,0065,0073,0020,0071,0075,0069,0020,0064,0069,0072,0069,0067,0065,006e,0074,0020,006c,0065,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
de tous, pour tous renseignements, tous les","000a,0064,0065,0020,0074,006f,0075,0073,002c,0020,0070,006f,0075,0072,0020,0074,006f,0075,0073,0020,0072,0065,006e,0073,0065,0069,0067,006e,0065,006d,0065,006e,0074,0073,002c,0020,0074,006f,0075,0073,0020,006c,0065,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
halls, ses boutiques et ses stands, aura, en","000a,0068,0061,006c,006c,0073,002c,0020,0073,0065,0073,0020,0062,006f,0075,0074,0069,0071,0075,0065,0073,0020,0065,0074,0020,0073,0065,0073,0020,0073,0074,0061,006e,0064,0073,002c,0020,0061,0075,0072,0061,002c,0020,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"
avril, portée","000a,0061,0076,0072,0069,006c,002c,0020,0070,006f,0072,0074,00e9,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674789.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674789-00230689.fra.xml.txt,,,,"s, une piteuse défaite pour les","0073,002c,0020,0075,006e,0065,0020,0070,0069,0074,0065,0075,0073,0065,0020,0064,00e9,0066,0061,0069,0074,0065,0020,0070,006f,0075,0072,0020,006c,0065,0073","","","none","1"
