groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,"28479","30630","0.2298886899118649","
te Hellevoetsluis, namens een paar dames, als voorloopige opbrengst","000a,0074,0065,0020,0048,0065,006c,006c,0065,0076,006f,0065,0074,0073,006c,0075,0069,0073,002c,0020,006e,0061,006d,0065,006e,0073,0020,0065,0065,006e,0020,0070,0061,0061,0072,0020,0064,0061,006d,0065,0073,002c,0020,0061,006c,0073,0020,0076,006f,006f,0072,006c,006f,006f,0070,0069,0067,0065,0020,006f,0070,0062,0072,0065,006e,0067,0073,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
missie voor kleeding en dekking heeft hare taak nagenoeg volbragt.","000a,006d,0069,0073,0073,0069,0065,0020,0076,006f,006f,0072,0020,006b,006c,0065,0065,0064,0069,006e,0067,0020,0065,006e,0020,0064,0065,006b,006b,0069,006e,0067,0020,0068,0065,0065,0066,0074,0020,0068,0061,0072,0065,0020,0074,0061,0061,006b,0020,006e,0061,0067,0065,006e,006f,0065,0067,0020,0076,006f,006c,0062,0072,0061,0067,0074,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
Wijk aan Zee en Duin, tot ondersteuning der behoeftige arbeiders","000a,0057,0069,006a,006b,0020,0061,0061,006e,0020,005a,0065,0065,0020,0065,006e,0020,0044,0075,0069,006e,002c,0020,0074,006f,0074,0020,006f,006e,0064,0065,0072,0073,0074,0065,0075,006e,0069,006e,0067,0020,0064,0065,0072,0020,0062,0065,0068,006f,0065,0066,0074,0069,0067,0065,0020,0061,0072,0062,0065,0069,0064,0065,0072,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
Er kan ruimschoots in alle behoeften der ruim 1000 zielen, die","000a,0045,0072,0020,006b,0061,006e,0020,0072,0075,0069,006d,0073,0063,0068,006f,006f,0074,0073,0020,0069,006e,0020,0061,006c,006c,0065,0020,0062,0065,0068,006f,0065,0066,0074,0065,006e,0020,0064,0065,0072,0020,0072,0075,0069,006d,0020,0031,0030,0030,0030,0020,007a,0069,0065,006c,0065,006e,002c,0020,0064,0069,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
ken, zullen wij de arbeiders in staat stellen naar elders te ver-","000a,006b,0065,006e,002c,0020,007a,0075,006c,006c,0065,006e,0020,0077,0069,006a,0020,0064,0065,0020,0061,0072,0062,0065,0069,0064,0065,0072,0073,0020,0069,006e,0020,0073,0074,0061,0061,0074,0020,0073,0074,0065,006c,006c,0065,006e,0020,006e,0061,0061,0072,0020,0065,006c,0064,0065,0072,0073,0020,0074,0065,0020,0076,0065,0072,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
eener uitvoering door het reciteer-collegie met medewerking der","000a,0065,0065,006e,0065,0072,0020,0075,0069,0074,0076,006f,0065,0072,0069,006e,0067,0020,0064,006f,006f,0072,0020,0068,0065,0074,0020,0072,0065,0063,0069,0074,0065,0065,0072,002d,0063,006f,006c,006c,0065,0067,0069,0065,0020,006d,0065,0074,0020,006d,0065,0064,0065,0077,0065,0072,006b,0069,006e,0067,0020,0064,0065,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
overleg te treden omtrent de oprigting eener bijzon-","000a,006f,0076,0065,0072,006c,0065,0067,0020,0074,0065,0020,0074,0072,0065,0064,0065,006e,0020,006f,006d,0074,0072,0065,006e,0074,0020,0064,0065,0020,006f,0070,0072,0069,0067,0074,0069,006e,0067,0020,0065,0065,006e,0065,0072,0020,0062,0069,006a,007a,006f,006e,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"er tot vaste prijzen; omzet 100 Last. Er is betaald 110-111/14","0065,0072,0020,0074,006f,0074,0020,0076,0061,0073,0074,0065,0020,0070,0072,0069,006a,007a,0065,006e,003b,0020,006f,006d,007a,0065,0074,0020,0031,0030,0030,0020,004c,0061,0073,0074,002e,0020,0045,0072,0020,0069,0073,0020,0062,0065,0074,0061,0061,006c,0064,0020,0031,0031,0030,002d,0031,0031,0031,002f,0031,0034","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
wij dagelijks te verzorgen hebben","000a,0077,0069,006a,0020,0064,0061,0067,0065,006c,0069,006a,006b,0073,0020,0074,0065,0020,0076,0065,0072,007a,006f,0072,0067,0065,006e,0020,0068,0065,0062,0062,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673470.nld.xml.txt,,,,"
stof, voor onderzoek naar verborgen armoede enz. gaan nog steeds","000a,0073,0074,006f,0066,002c,0020,0076,006f,006f,0072,0020,006f,006e,0064,0065,0072,007a,006f,0065,006b,0020,006e,0061,0061,0072,0020,0076,0065,0072,0062,006f,0072,0067,0065,006e,0020,0061,0072,006d,006f,0065,0064,0065,0020,0065,006e,007a,002e,0020,0067,0061,0061,006e,0020,006e,006f,0067,0020,0073,0074,0065,0065,0064,0073","","","none","1"
