groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,"9478","9798","0.9059928254906099","
gått in på att åt Österrike garantera Venetien.","000a,0067,00e5,0074,0074,0020,0069,006e,0020,0070,00e5,0020,0061,0074,0074,0020,00e5,0074,0020,00d6,0073,0074,0065,0072,0072,0069,006b,0065,0020,0067,0061,0072,0061,006e,0074,0065,0072,0061,0020,0056,0065,006e,0065,0074,0069,0065,006e,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
att den insurrektionela rörelsen tilltar i Ki-","000a,0061,0074,0074,0020,0064,0065,006e,0020,0069,006e,0073,0075,0072,0072,0065,006b,0074,0069,006f,006e,0065,006c,0061,0020,0072,00f6,0072,0065,006c,0073,0065,006e,0020,0074,0069,006c,006c,0074,0061,0072,0020,0069,0020,004b,0069,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
kallad till vittne i målet, och då det var att","000a,006b,0061,006c,006c,0061,0064,0020,0074,0069,006c,006c,0020,0076,0069,0074,0074,006e,0065,0020,0069,0020,006d,00e5,006c,0065,0074,002c,0020,006f,0063,0068,0020,0064,00e5,0020,0064,0065,0074,0020,0076,0061,0072,0020,0061,0074,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
skall konungen af Neapel snart blifva i till-","000a,0073,006b,0061,006c,006c,0020,006b,006f,006e,0075,006e,0067,0065,006e,0020,0061,0066,0020,004e,0065,0061,0070,0065,006c,0020,0073,006e,0061,0072,0074,0020,0062,006c,0069,0066,0076,0061,0020,0069,0020,0074,0069,006c,006c,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
regeringens högtidliga förklaringar, och hvil-","000a,0072,0065,0067,0065,0072,0069,006e,0067,0065,006e,0073,0020,0068,00f6,0067,0074,0069,0064,006c,0069,0067,0061,0020,0066,00f6,0072,006b,006c,0061,0072,0069,006e,0067,0061,0072,002c,0020,006f,0063,0068,0020,0068,0076,0069,006c,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
trupperna omringades och efter envist mot-","000a,0074,0072,0075,0070,0070,0065,0072,006e,0061,0020,006f,006d,0072,0069,006e,0067,0061,0064,0065,0073,0020,006f,0063,0068,0020,0065,0066,0074,0065,0072,0020,0065,006e,0076,0069,0073,0074,0020,006d,006f,0074,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
begäran, försätter jag er i provisorisk non-","000a,0062,0065,0067,00e4,0072,0061,006e,002c,0020,0066,00f6,0072,0073,00e4,0074,0074,0065,0072,0020,006a,0061,0067,0020,0065,0072,0020,0069,0020,0070,0072,006f,0076,0069,0073,006f,0072,0069,0073,006b,0020,006e,006f,006e,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
nadt, fortsätta tidningarne sina artiklar om","000a,006e,0061,0064,0074,002c,0020,0066,006f,0072,0074,0073,00e4,0074,0074,0061,0020,0074,0069,0064,006e,0069,006e,0067,0061,0072,006e,0065,0020,0073,0069,006e,0061,0020,0061,0072,0074,0069,006b,006c,0061,0072,0020,006f,006d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
fälle att skörda frukterna af sin politik och","000a,0066,00e4,006c,006c,0065,0020,0061,0074,0074,0020,0073,006b,00f6,0072,0064,0061,0020,0066,0072,0075,006b,0074,0065,0072,006e,0061,0020,0061,0066,0020,0073,0069,006e,0020,0070,006f,006c,0069,0074,0069,006b,0020,006f,0063,0068","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
i Trapani och i andra städer på Sicilien icke","000a,0069,0020,0054,0072,0061,0070,0061,006e,0069,0020,006f,0063,0068,0020,0069,0020,0061,006e,0064,0072,0061,0020,0073,0074,00e4,0064,0065,0072,0020,0070,00e5,0020,0053,0069,0063,0069,006c,0069,0065,006e,0020,0069,0063,006b,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
förstoring, af nationaliteternas åperopande","000a,0066,00f6,0072,0073,0074,006f,0072,0069,006e,0067,002c,0020,0061,0066,0020,006e,0061,0074,0069,006f,006e,0061,006c,0069,0074,0065,0074,0065,0072,006e,0061,0073,0020,00e5,0070,0065,0072,006f,0070,0061,006e,0064,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
styrkan, i Carini, der de af de kungliga","000a,0073,0074,0079,0072,006b,0061,006e,002c,0020,0069,0020,0043,0061,0072,0069,006e,0069,002c,0020,0064,0065,0072,0020,0064,0065,0020,0061,0066,0020,0064,0065,0020,006b,0075,006e,0067,006c,0069,0067,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
Sicilien, och Neapel är fullkomligt lugnt.","000a,0053,0069,0063,0069,006c,0069,0065,006e,002c,0020,006f,0063,0068,0020,004e,0065,0061,0070,0065,006c,0020,00e4,0072,0020,0066,0075,006c,006c,006b,006f,006d,006c,0069,0067,0074,0020,006c,0075,0067,006e,0074,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
och anklagade, erhöll han en enskild biljet","000a,006f,0063,0068,0020,0061,006e,006b,006c,0061,0067,0061,0064,0065,002c,0020,0065,0072,0068,00f6,006c,006c,0020,0068,0061,006e,0020,0065,006e,0020,0065,006e,0073,006b,0069,006c,0064,0020,0062,0069,006c,006a,0065,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
activité, och uppdrar interimsledningen af","000a,0061,0063,0074,0069,0076,0069,0074,00e9,002c,0020,006f,0063,0068,0020,0075,0070,0070,0064,0072,0061,0072,0020,0069,006e,0074,0065,0072,0069,006d,0073,006c,0065,0064,006e,0069,006e,0067,0065,006e,0020,0061,0066","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
med de senaste tilldragelserna på Sicilien,","000a,006d,0065,0064,0020,0064,0065,0020,0073,0065,006e,0061,0073,0074,0065,0020,0074,0069,006c,006c,0064,0072,0061,0067,0065,006c,0073,0065,0072,006e,0061,0020,0070,00e5,0020,0053,0069,0063,0069,006c,0069,0065,006e,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
revolutionens sak och i sin harm öfver miss-","000a,0072,0065,0076,006f,006c,0075,0074,0069,006f,006e,0065,006e,0073,0020,0073,0061,006b,0020,006f,0063,0068,0020,0069,0020,0073,0069,006e,0020,0068,0061,0072,006d,0020,00f6,0066,0076,0065,0072,0020,006d,0069,0073,0073,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"",""," ","0020","false detection","147"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
träde vid förevisande af en ticket (biljett).","000a,0074,0072,00e4,0064,0065,0020,0076,0069,0064,0020,0066,00f6,0072,0065,0076,0069,0073,0061,006e,0064,0065,0020,0061,0066,0020,0065,006e,0020,0074,0069,0063,006b,0065,0074,0020,0028,0062,0069,006c,006a,0065,0074,0074,0029,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
tat till 45,340 ja, 210 nej och 750, som af-","000a,0074,0061,0074,0020,0074,0069,006c,006c,0020,0034,0035,002c,0033,0034,0030,0020,006a,0061,002c,0020,0032,0031,0030,0020,006e,0065,006a,0020,006f,0063,0068,0020,0037,0035,0030,002c,0020,0073,006f,006d,0020,0061,0066,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
bekräftats, men att insurgenterna fortfaran-","000a,0062,0065,006b,0072,00e4,0066,0074,0061,0074,0073,002c,0020,006d,0065,006e,0020,0061,0074,0074,0020,0069,006e,0073,0075,0072,0067,0065,006e,0074,0065,0072,006e,0061,0020,0066,006f,0072,0074,0066,0061,0072,0061,006e,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
ka äro stridande mot idéerna af","000a,006b,0061,0020,00e4,0072,006f,0020,0073,0074,0072,0069,0064,0061,006e,0064,0065,0020,006d,006f,0074,0020,0069,0064,00e9,0065,0072,006e,0061,0020,0061,0066","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
sig uttryckligen mot dessa principer, hvil-","000a,0073,0069,0067,0020,0075,0074,0074,0072,0079,0063,006b,006c,0069,0067,0065,006e,0020,006d,006f,0074,0020,0064,0065,0073,0073,0061,0020,0070,0072,0069,006e,0063,0069,0070,0065,0072,002c,0020,0068,0076,0069,006c,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
Neapel, 26 april. Hopar af insurgenter","000a,004e,0065,0061,0070,0065,006c,002c,0020,0032,0036,0020,0061,0070,0072,0069,006c,002e,0020,0048,006f,0070,0061,0072,0020,0061,0066,0020,0069,006e,0073,0075,0072,0067,0065,006e,0074,0065,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
stånd nedgjordes. De återstående under-","000a,0073,0074,00e5,006e,0064,0020,006e,0065,0064,0067,006a,006f,0072,0064,0065,0073,002e,0020,0044,0065,0020,00e5,0074,0065,0072,0073,0074,00e5,0065,006e,0064,0065,0020,0075,006e,0064,0065,0072,002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
Bruck har sjelf tagit lifvet af sig genom","000a,0042,0072,0075,0063,006b,0020,0068,0061,0072,0020,0073,006a,0065,006c,0066,0020,0074,0061,0067,0069,0074,0020,006c,0069,0066,0076,0065,0074,0020,0061,0066,0020,0073,0069,0067,0020,0067,0065,006e,006f,006d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674522.swe.xml.txt,,,,"
förutse, det han skulle komma att ytterli-","000a,0066,00f6,0072,0075,0074,0073,0065,002c,0020,0064,0065,0074,0020,0068,0061,006e,0020,0073,006b,0075,006c,006c,0065,0020,006b,006f,006d,006d,0061,0020,0061,0074,0074,0020,0079,0074,0074,0065,0072,006c,0069,002d","","","none","1"
