groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,"21938","22828","0.6292734068739174","
nitulla tawalla perustetulle pienemmälle yh","000a,006e,0069,0074,0075,006c,006c,0061,0020,0074,0061,0077,0061,006c,006c,0061,0020,0070,0065,0072,0075,0073,0074,0065,0074,0075,006c,006c,0065,0020,0070,0069,0065,006e,0065,006d,006d,00e4,006c,006c,0065,0020,0079,0068","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
wistetut knihtikontrahdit tulewat, niihin","000a,0077,0069,0073,0074,0065,0074,0075,0074,0020,006b,006e,0069,0068,0074,0069,006b,006f,006e,0074,0072,0061,0068,0064,0069,0074,0020,0074,0075,006c,0065,0077,0061,0074,002c,0020,006e,0069,0069,0068,0069,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
wittawille uskotuille miehille ja apulai","000a,0077,0069,0074,0074,0061,0077,0069,006c,006c,0065,0020,0075,0073,006b,006f,0074,0075,0069,006c,006c,0065,0020,006d,0069,0065,0068,0069,006c,006c,0065,0020,006a,0061,0020,0061,0070,0075,006c,0061,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
liin kirkkoherran wirkaan Orihwedellä on","000a,006c,0069,0069,006e,0020,006b,0069,0072,006b,006b,006f,0068,0065,0072,0072,0061,006e,0020,0077,0069,0072,006b,0061,0061,006e,0020,004f,0072,0069,0068,0077,0065,0064,0065,006c,006c,00e4,0020,006f,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"a tutkinnon mukaan woiwat olla it","0061,0020,0074,0075,0074,006b,0069,006e,006e,006f,006e,0020,006d,0075,006b,0061,0061,006e,0020,0077,006f,0069,0077,0061,0074,0020,006f,006c,006c,0061,0020,0069,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
pois ja poistui muutamia askeleita, yhä","000a,0070,006f,0069,0073,0020,006a,0061,0020,0070,006f,0069,0073,0074,0075,0069,0020,006d,0075,0075,0074,0061,006d,0069,0061,0020,0061,0073,006b,0065,006c,0065,0069,0074,0061,002c,0020,0079,0068,00e4","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
tarilla, ewerstiluutnantti S. Barck'illa","000a,0074,0061,0072,0069,006c,006c,0061,002c,0020,0065,0077,0065,0072,0073,0074,0069,006c,0075,0075,0074,006e,0061,006e,0074,0074,0069,0020,0053,002e,0020,0042,0061,0072,0063,006b,0027,0069,006c,006c,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"
markun, Sastmolan ja Siikaisten k","000a,006d,0061,0072,006b,0075,006e,002c,0020,0053,0061,0073,0074,006d,006f,006c,0061,006e,0020,006a,0061,0020,0053,0069,0069,006b,0061,0069,0073,0074,0065,006e,0020,006b","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,," knihtikontrahdeista, arm. julis","0020,006b,006e,0069,0068,0074,0069,006b,006f,006e,0074,0072,0061,0068,0064,0065,0069,0073,0074,0061,002c,0020,0061,0072,006d,002e,0020,006a,0075,006c,0069,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/00674548.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/enp_missing/ocr_results_cleaned/00674548.fin.xml.txt,,,,"ekä liikamaan poiserottami-","0065,006b,00e4,0020,006c,0069,0069,006b,0061,006d,0061,0061,006e,0020,0070,006f,0069,0073,0065,0072,006f,0074,0074,0061,006d,0069,002d","","","none","1"
