groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,"2963","3110","0.4903813702328721","
aufbewahrt wird. Ihr Wert wird auf 500.000 K","000a,0061,0075,0066,0062,0065,0077,0061,0068,0072,0074,0020,0077,0069,0072,0064,002e,0020,0049,0068,0072,0020,0057,0065,0072,0074,0020,0077,0069,0072,0064,0020,0061,0075,0066,0020,0035,0030,0030,002e,0030,0030,0030,0020,004b","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"
größtes Gefallen werden jedenfalls ","000a,0067,0072,00f6,00df,0074,0065,0073,0020,0047,0065,0066,0061,006c,006c,0065,006e,0020,0077,0065,0072,0064,0065,006e,0020,006a,0065,0064,0065,006e,0066,0061,006c,006c,0073,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"inen, Elektromotoren, Transformatoren, S","0069,006e,0065,006e,002c,0020,0045,006c,0065,006b,0074,0072,006f,006d,006f,0074,006f,0072,0065,006e,002c,0020,0054,0072,0061,006e,0073,0066,006f,0072,006d,0061,0074,006f,0072,0065,006e,002c,0020,0053","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"on eingelaufenen Anmeldungen i","006f,006e,0020,0065,0069,006e,0067,0065,006c,0061,0075,0066,0065,006e,0065,006e,0020,0041,006e,006d,0065,006c,0064,0075,006e,0067,0065,006e,0020,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"Kenner und für den Landwirt,","004b,0065,006e,006e,0065,0072,0020,0075,006e,0064,0020,0066,00fc,0072,0020,0064,0065,006e,0020,004c,0061,006e,0064,0077,0069,0072,0074,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"ne unmittelbare Einwilligung ","006e,0065,0020,0075,006e,006d,0069,0074,0074,0065,006c,0062,0061,0072,0065,0020,0045,0069,006e,0077,0069,006c,006c,0069,0067,0075,006e,0067,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"
Zubehörteile, Motoren in direkter ","000a,005a,0075,0062,0065,0068,00f6,0072,0074,0065,0069,006c,0065,002c,0020,004d,006f,0074,006f,0072,0065,006e,0020,0069,006e,0020,0064,0069,0072,0065,006b,0074,0065,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"
läufig einzigartige Aus","000a,006c,00e4,0075,0066,0069,0067,0020,0065,0069,006e,007a,0069,0067,0061,0072,0074,0069,0067,0065,0020,0041,0075,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"e Qualität von ","0065,0020,0051,0075,0061,006c,0069,0074,00e4,0074,0020,0076,006f,006e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"ter Tiere vorgeführt ","0074,0065,0072,0020,0054,0069,0065,0072,0065,0020,0076,006f,0072,0067,0065,0066,00fc,0068,0072,0074,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"
gehört die berühmte ","000a,0067,0065,0068,00f6,0072,0074,0020,0064,0069,0065,0020,0062,0065,0072,00fc,0068,006d,0074,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"teramt das wertvolle Stü","0074,0065,0072,0061,006d,0074,0020,0064,0061,0073,0020,0077,0065,0072,0074,0076,006f,006c,006c,0065,0020,0053,0074,00fc","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"
Telephon Nr. 1. ","000a,0054,0065,006c,0065,0070,0068,006f,006e,0020,004e,0072,002e,0020,0031,002e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00730456-00232334.deu.xml.txt,,,,"altapparate,","0061,006c,0074,0061,0070,0070,0061,0072,0061,0074,0065,002c","","","none","1"
