ocreval Accuracy Report Version 7.0
-----------------------------------
    1732   Characters
     630   Errors
   63.63%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   63.63%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     333      119      178      630   Unmarked
     333      119      178      630   Total

   Count   Missed   %Right
     351       92    73.79   ASCII Spacing Characters
      74       28    62.16   ASCII Special Symbols
       3        2    33.33   ASCII Digits
      33        4    87.88   ASCII Uppercase Letters
    1155      245    78.79   ASCII Lowercase Letters
      21       15    28.57   Latin1 Lowercase Letters
      34        5    85.29   Latin Extended-A
       2        2     0.00   Latin Extended Additional
      11       11     0.00   General Punctuation
      48       48     0.00   Private Use Area
    1732      452    73.90   Total

  Errors   Marked   Correct-Generated
      24        0   {ee &<\n>non viuere......}-{}
      24        0   {}-{ſt}
      21        0   { }-{}
      17        0   {z}-{ non eſtes, faſli}
      17        0   {}-{P P<\n>. omnino non }
      17        0   {}-{autem mẽs eſſe &<\n>}
      16        0   {}-{ cam ſe nome mta}
      15        0   {ũ e ee te ,...}-{}
      13        0   {e<\n>ee jam nou}-{}
      13        0   {ærit, mentem }-{ſ}
      12        0   {n ees, fall}-{}
      12        0   {}-{ gieo M— — —}
      12        0   {}-{σkm uets is.}
      11        0   {re fe.<\n>Cùm }-{}
      10        0   {, c<\n>tota }-{}
      10        0   {eet, ni<\n>}-{}
      10        0   {id quo‑<\n>qu}-{Er}
      10        0   {noe mẽs<\n>q}-{a}
      10        0   {}-{ τισ Qαιπι}
       9        0   {am<\n>notum }-{}
       9        0   {ma‑<\n>nife}-{vo}
       9        0   {n pote<\n>a}-{}
       9        0   {ã ma‑<\n>nif}-{d}
       7        0   {<\n>omnino}-{t}
       7        0   {ifeum,}-{<\n>1}
       7        0   {ius ei }-{ſ}
       7        0   {s tota }-{}
       7        0   {t.<\n>Ergo}-{}
       7        0   {t<\n>autem}-{l}
       6        0   {'e}-{eſt}
       6        0   {oſ‑<\n>ſe}-{a}
       6        0   {tem mẽ}-{}
       6        0   {}-{ iiess}
       6        0   {‑}-{ſt. Ji}
       6        0   { vous}-{ma-}
       5        0   { viui}-{ſt}
       5        0   { vous}-{c}
       5        0   {<\n>ees}-{ nn}
       5        0   {quam }-{}
       5        0   {s man}-{l}
