groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,"3294","3333","0.09623557984213722","Fililtra dwehfele (1902.)","0046,0069,006c,0069,006c,0074,0072,0061,0020,0064,0077,0065,0068,0066,0065,006c,0065,0020,0028,0031,0039,0030,0032,002e,0029","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"eenus, mehs ap","0065,0065,006e,0075,0073,002c,0020,006d,0065,0068,0073,0020,0061,0070","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"accepy, Hapo","0061,0063,0063,0065,0070,0079,002c,0020,0048,0061,0070,006f","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"ultatus, ","0075,006c,0074,0061,0074,0075,0073,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"mejam ar","006d,0065,006a,0061,006d,0020,0061,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"eedreem, a","0065,0065,0064,0072,0065,0065,006d,002c,0020,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"ero Hace","0065,0072,006f,0020,0048,0061,0063,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"ojumu ","006f,006a,0075,006d,0075,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"je","006a,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00674743-00230556.lav.xml.txt,,,,"i","0069","","","none","8"
