ocreval Word Accuracy Report Version 7.0
----------------------------------------
      70   Words
      43   Misrecognized
   38.57%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        1     0.00        1
       1        1     0.00        2
       2        2     0.00    Total

Non-stopwords
   Count   Missed   %Right   Length
       7        7     0.00        1
       8        6    25.00        2
      25       18    28.00        3
       8        3    62.50        4
      11        4    63.64        5
       2        2     0.00        6
       1        0   100.00        7
       4        1    75.00        8
       1        0   100.00        9
       1        0   100.00       11
      68       41    39.71    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
      39       23    41.03        1
       5        1    80.00        2
       3        1    66.67        3
       1        1     0.00        4
       1        1     0.00        6
      49       27    44.90    Total

Phrases
   Count   Missed   %Right   Length
      70       43    38.57        1
      69       57    17.39        2
      68       63     7.35        3
      67       65     2.99        4
      66       66     0.00        5
      65       65     0.00        6
      64       64     0.00        7
      63       63     0.00        8

Stopwords
   Count   Missed   %Right   
       1        1     0.00   i
       1        1     0.00   in

Non-stopwords
   Count   Missed   %Right   
       1        1     0.00   1
       1        1     0.00   2
       1        1     0.00   3
       1        1     0.00   4
       1        1     0.00   als
       1        1     0.00   anzimlí
       1        1     0.00   aﬀen
       1        0   100.00   beide
       1        1     0.00   da
       3        0   100.00   das
       1        1     0.00   die
       1        1     0.00   dien
       1        0   100.00   dieſelbige
       3        3     0.00   e
       1        1     0.00   en
       3        2    33.33   er
       1        0   100.00   frieden
       1        0   100.00   gefal
       1        0   100.00   geordnet
       1        1     0.00   geſ
       1        0   100.00   gott
       1        0   100.00   habe
       1        1     0.00   helt
       1        1     0.00   jhren
       2        0   100.00   kleidung
       1        1     0.00   len
       1        1     0.00   li
       1        1     0.00   menſ
       1        0   100.00   mit
       1        1     0.00   nemli
       1        1     0.00   st
       2        1    50.00   theil
       1        1     0.00   tragen
       1        0   100.00   vier
       2        0   100.00   vnd
       1        0   100.00   vnnd
       1        1     0.00   vom
       1        0   100.00   vrſprung
       1        0   100.00   warzu
       1        0   100.00   wie
       1        0   100.00   woher
       1        0   100.00   zu
       2        0   100.00   ſein
       1        0   100.00   ſol
       1        1     0.00   
       4        4     0.00   
       2        2     0.00   
       1        1     0.00   
       6        6     0.00   
