groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,"8246","8815","0.3493815183119088","
worden geëffectueerd, ten zeerste aanbevolen. — Ook belast ik mij gaarne met buite","000a,0077,006f,0072,0064,0065,006e,0020,0067,0065,00eb,0066,0066,0065,0063,0074,0075,0065,0065,0072,0064,002c,0020,0074,0065,006e,0020,007a,0065,0065,0072,0073,0074,0065,0020,0061,0061,006e,0062,0065,0076,006f,006c,0065,006e,002e,0020,2014,0020,004f,006f,006b,0020,0062,0065,006c,0061,0073,0074,0020,0069,006b,0020,006d,0069,006a,0020,0067,0061,0061,0072,006e,0065,0020,006d,0065,0074,0020,0062,0075,0069,0074,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
Eene groote sorteering PARASOLS en ENTOUTCAS, welke tegen de meest concurreerende","000a,0045,0065,006e,0065,0020,0067,0072,006f,006f,0074,0065,0020,0073,006f,0072,0074,0065,0065,0072,0069,006e,0067,0020,0050,0041,0052,0041,0053,004f,004c,0053,0020,0065,006e,0020,0045,004e,0054,004f,0055,0054,0043,0041,0053,002c,0020,0077,0065,006c,006b,0065,0020,0074,0065,0067,0065,006e,0020,0064,0065,0020,006d,0065,0065,0073,0074,0020,0063,006f,006e,0063,0075,0072,0072,0065,0065,0072,0065,006e,0064,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"s Normaal Ondergoederen, Flanellen Onderhemden etc. etc.","0073,0020,004e,006f,0072,006d,0061,0061,006c,0020,004f,006e,0064,0065,0072,0067,006f,0065,0064,0065,0072,0065,006e,002c,0020,0046,006c,0061,006e,0065,006c,006c,0065,006e,0020,004f,006e,0064,0065,0072,0068,0065,006d,0064,0065,006e,0020,0065,0074,0063,002e,0020,0065,0074,0063,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
Het eerstvolgend nummer van deze Courant zal weder ","000a,0048,0065,0074,0020,0065,0065,0072,0073,0074,0076,006f,006c,0067,0065,006e,0064,0020,006e,0075,006d,006d,0065,0072,0020,0076,0061,006e,0020,0064,0065,007a,0065,0020,0043,006f,0075,0072,0061,006e,0074,0020,007a,0061,006c,0020,0077,0065,0064,0065,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"zen worden verkocht. Reparatiën en overtrekken worden spoedig afgewerkt en zuinig","007a,0065,006e,0020,0077,006f,0072,0064,0065,006e,0020,0076,0065,0072,006b,006f,0063,0068,0074,002e,0020,0052,0065,0070,0061,0072,0061,0074,0069,00eb,006e,0020,0065,006e,0020,006f,0076,0065,0072,0074,0072,0065,006b,006b,0065,006e,0020,0077,006f,0072,0064,0065,006e,0020,0073,0070,006f,0065,0064,0069,0067,0020,0061,0066,0067,0065,0077,0065,0072,006b,0074,0020,0065,006e,0020,007a,0075,0069,006e,0069,0067","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
zendingen, waarvoor alleen slechts de Porto","000a,007a,0065,006e,0064,0069,006e,0067,0065,006e,002c,0020,0077,0061,0061,0072,0076,006f,006f,0072,0020,0061,006c,006c,0065,0065,006e,0020,0073,006c,0065,0063,0068,0074,0073,0020,0064,0065,0020,0050,006f,0072,0074,006f","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
derteekend door autoriteiten uit verschillende ste","000a,0064,0065,0072,0074,0065,0065,006b,0065,006e,0064,0020,0064,006f,006f,0072,0020,0061,0075,0074,006f,0072,0069,0074,0065,0069,0074,0065,006e,0020,0075,0069,0074,0020,0076,0065,0072,0073,0063,0068,0069,006c,006c,0065,006e,0064,0065,0020,0073,0074,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
3071, 3435, 4527, 5904, 8706, 11724, 14065,","000a,0033,0030,0037,0031,002c,0020,0033,0034,0033,0035,002c,0020,0034,0035,0032,0037,002c,0020,0035,0039,0030,0034,002c,0020,0038,0037,0030,0036,002c,0020,0031,0031,0037,0032,0034,002c,0020,0031,0034,0030,0036,0035,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"e étalag","0065,0020,00e9,0074,0061,006c,0061,0067","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673712.nld.xml.txt,,,,"
pr","000a,0070,0072","","","none","1"
